Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Aromasin,Exemestane,1,Pharmaci/Pfizer,2614908.9,73961,1483,305,35.355239924,1763.2561699,8573.4718033,0,2458619.76,69718,1420,283,35.265207837,1731.4223662,8687.7023322,0,2358708.13,66676,1361,257,35.375669356,1733.0698971,9177.8526459,0,1845636.26,52034,1050,216,35.469813199,1757.748819,8544.6123148,0,1290233.26,34497,779,152,37.401317796,1656.2686264,8488.3767105,0,0.0544548849,0.0141642071
Arthrotec 50,Diclofenac Sodium/Misoprostol,1,Overall,492473.92,61521,670,162,8.004972611,735.03570149,3039.9624691,0,341239.27,42271,505,107,8.0726566677,675.72132673,3189.1520561,0,315929.14,39302,439,95,8.0385003308,719.65635535,3325.5698947,0,260099.95,32315,369,85,8.0488921553,704.87791328,3059.9994118,0,203339.85,23716,256,54,8.5739521842,794.29628906,3765.5527778,0,0.0652338258,0.0173146571
Arthrotec 50,Diclofenac Sodium/Misoprostol,1,Pharmaci/Pfizer,492473.92,61521,670,162,8.004972611,735.03570149,3039.9624691,0,341239.27,42271,505,107,8.0726566677,675.72132673,3189.1520561,0,315929.14,39302,439,95,8.0385003308,719.65635535,3325.5698947,0,260099.95,32315,369,85,8.0488921553,704.87791328,3059.9994118,0,203339.85,23716,256,54,8.5739521842,794.29628906,3765.5527778,0,0.0652338258,0.0173146571
Arthrotec 75,Diclofenac Sodium/Misoprostol,1,Overall,1525182.13,189413,2055,467,8.0521512779,742.18108516,3265.9146253,0,1286821.59,160469,1706,386,8.019128866,754.29167057,3333.7346891,0,1119351.75,140016,1481,343,7.9944559907,755.80806887,3263.4161808,0,846830.82,103015,1072,253,8.220461292,789.95412313,3347.1573913,0,693019.62,80120,806,173,8.6497705941,859.82583127,4005.8937572,0,0.0522244783,0.018059512
Arthrotec 75,Diclofenac Sodium/Misoprostol,1,Pharmaci/Pfizer,1525182.13,189413,2055,467,8.0521512779,742.18108516,3265.9146253,0,1286821.59,160469,1706,386,8.019128866,754.29167057,3333.7346891,0,1119351.75,140016,1481,343,7.9944559907,755.80806887,3263.4161808,0,846830.82,103015,1072,253,8.220461292,789.95412313,3347.1573913,0,693019.62,80120,806,173,8.6497705941,859.82583127,4005.8937572,0,0.0522244783,0.018059512
Asa-Butalb-Caffeine-Codeine,Codeine/Butalbital/Asa/Caffein,1,Overall,,,,,,,,,9736.04,7142,58,57,1.3632091851,167.86275862,170.8077193,0,1525936.67,913643,11331,2455,1.6701673082,134.66919689,621.56279837,0,1847165.88,1123510,14653,2683,1.6441027494,126.06059374,688.47032426,0,1677772.36,1030679,13385,2512,1.627832099,125.34720657,667.90300955,0,-0.009896371,0.0609193441
Asa-Butalb-Caffeine-Codeine,Codeine/Butalbital/Asa/Caffein,1,Amneal Pharmace,,,,,,,,,9736.04,7142,58,57,1.3632091851,167.86275862,170.8077193,0,1525936.67,913643,11331,2455,1.6701673082,134.66919689,621.56279837,0,1847165.88,1123510,14653,2683,1.6441027494,126.06059374,688.47032426,0,1677772.36,1030679,13385,2512,1.627832099,125.34720657,667.90300955,0,-0.009896371,0.0609193441
Asacol Hd,Mesalamine,1,Overall,47589739.1,5643172,36016,8018,8.433154102,1321.3499306,5935.3628212,0,33809037.85,3623566,24734,4693,9.3303220778,1366.9053873,7204.1418815,0,9753718.6,1021454,7265,2136,9.5488574131,1342.5627805,4566.3476592,0,4565855.17,480849,2995,869,9.4954032763,1524.4925442,5254.1486421,0,281054.55,29638,241,86,9.4829121398,1166.2014523,3268.0761628,0,-0.001315493,0.0297645158
Asacol Hd,Mesalamine,1,Allergan Inc.,47589739.1,5643172,36016,7705,8.433154102,1321.3499306,6176.4748994,0,33809037.85,3623566,24734,4676,9.3303220778,1366.9053873,7230.3331587,0,9753718.6,1021454,7265,2136,9.5488574131,1342.5627805,4566.3476592,0,4565855.17,480849,2995,869,9.4954032763,1524.4925442,5254.1486421,0,281054.55,29638,241,86,9.4829121398,1166.2014523,3268.0761628,0,-0.001315493,0.0297645158
Asceniv,"Immune Globulin,Gamma(IgG)slra",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239284.91,13450,18,,92.140142007,68849.161667,,1,,
Asceniv,"Immune Globulin,Gamma(IgG)slra",1,"Adma Biologics,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239284.91,13450,18,,92.140142007,68849.161667,,1,,
Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,1,Overall,1588482.81,1088306,12948,2624,1.4595920725,122.68171223,605.36692454,0,1629974.65,1024822,12723,2647,1.5904953738,128.11244596,615.78188515,0,1786903.42,1132632,14214,2822,1.5776557788,125.71432531,633.20461375,0,1290770.12,782276,9603,1829,1.6500188169,134.4132167,705.72450519,0,912096.78,573065,6941,1336,1.5916113879,131.40711425,682.70717066,0,-0.035398038,0.0218834969
Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,1,Breckenridge,1588482.81,1088306,12948,2624,1.4595920725,122.68171223,605.36692454,0,1629974.65,1024822,12723,2647,1.5904953738,128.11244596,615.78188515,0,1786903.42,1132632,14214,2822,1.5776557788,125.71432531,633.20461375,0,1290770.12,782276,9603,1829,1.6500188169,134.4132167,705.72450519,0,912096.78,573065,6941,1336,1.5916113879,131.40711425,682.70717066,0,-0.035398038,0.0218834969
Asenapine Maleate,Asenapine Maleate,4,Overall,,,,,,,,,,,,,,,,,209360.35,17855,333,306,11.714517338,628.70975976,684.18415033,0,24065457.85,2889981,55580,10523,8.3625492584,432.9877267,2286.9388815,0,29912012.82,3908629,74132,11733,7.6139408899,403.4966387,2549.3917003,0,-0.089519158,-0.193800451
Asenapine Maleate,Asenapine Maleate,1,Greenstone LLC.,,,,,,,,,,,,,,,,,79895.34,6536,126,117,12.237093518,634.09,682.86615385,0,12139721.99,1367721,26745,5331,8.9170649047,453.90622509,2277.1941456,0,9379189.79,1127891,22007,4933,8.2963496943,426.19120234,1901.3155869,0,-0.069609812,-0.176612281
Asenapine Maleate,Asenapine Maleate,1,Breckenridge,,,,,,,,,,,,,,,,,12799.95,810,13,13,15.849122288,984.61153846,984.61153846,1,4433735.86,475499,8309,2780,9.3675720227,533.60643399,1594.8690144,0,9735191.98,1156418,21585,5098,8.4072561316,451.01653834,1909.6100392,0,-0.102514919,-0.271676151
Asenapine Maleate,Asenapine Maleate,1,Alembic Pharmac,,,,,,,,,,,,,,,,,104041.4,6579,121,112,15.859249499,859.84628099,928.94107143,0,5797839.41,544028,10917,2620,10.633722106,531.08357699,2212.9158053,0,8237526.84,872473,16188,3974,9.360169815,508.86624907,2072.8552693,0,-0.119765429,-0.231753575
Asenapine Maleate,Asenapine Maleate,1,Sigmapharm Labo,,,,,,,,,,,,,,,,,12623.66,3930,73,68,3.2062015242,172.92684932,185.64205882,0,1694160.59,502733,9609,2781,3.3697665455,176.30977105,609.19115067,0,2560104.21,751847,14352,2923,3.404810881,178.37961329,875.84817311,0,0.010399633,0.0305073388
Ashlyna,L-Norgest/E.Estradiol-E.Estrad,1,Overall,302161.32,212726,2379,1068,1.4204249598,127.01190416,282.92258427,0,312904.52,214986,2388,966,1.4554646349,131.03204355,323.91772257,0,266590.62,200931,2202,937,1.3267769533,121.06749319,284.51506937,0,117247.6,104604,1148,505,1.1208710948,102.13205575,232.17346535,0,100849.11,97461,1061,476,1.0347637517,95.050999057,211.86787815,0,-0.076821807,-0.076140928
Ashlyna,L-Norgest/E.Estradiol-E.Estrad,1,Glenmark Pharma,302161.32,212726,2379,1068,1.4204249598,127.01190416,282.92258427,0,312904.52,214986,2388,966,1.4554646349,131.03204355,323.91772257,0,266590.62,200931,2202,937,1.3267769533,121.06749319,284.51506937,0,117247.6,104604,1148,505,1.1208710948,102.13205575,232.17346535,0,100849.11,97461,1061,476,1.0347637517,95.050999057,211.86787815,0,-0.076821807,-0.076140928
Asmanex,Mometasone Furoate,2,Overall,30629945.56,139138.265,92598,27537,221.11336711,330.78409426,1112.3196267,0,26026463.38,117679,75301,22163,222.55154684,345.63237381,1174.320416,0,21575107.73,97172.644,61850,17695,223.26346493,348.82955101,1219.2770687,0,18226004.91,81899,51199,14828,223.97220634,355.9836112,1229.1613778,0,15964289.83,68347.457,42555,12437,234.95110539,375.14486735,1283.6125939,0,0.0490190244,0.0152912039
Asmanex,Mometasone Furoate,1,Merck Sharp & D,30629945.56,139138.265,92598,27537,221.11336711,330.78409426,1112.3196267,0,26026463.38,117679,75301,22163,222.55154684,345.63237381,1174.320416,0,21575107.73,97172.644,61850,17695,223.26346493,348.82955101,1219.2770687,0,16104254.8,72112,45784,14239,224.79565338,351.7441639,1130.9961936,0,239101.89,1019,814,763,236.10091023,293.7369656,313.37076016,0,0.0502912609,0.01653109
Asmanex,Mometasone Furoate,1,Organon LLC,,,,,,,,,,,,,,,,,,,,,,,,,2121750.11,9787,5415,4578,217.00993501,391.82827516,463.46660332,0,15725187.94,67328.457,41741,12241,234.9286828,376.73241992,1284.6326232,0,0.0825710942,0.0825710942
Asmanex HFA,Mometasone Furoate,2,Overall,8708176.4,558954.999,31621,12939,15.521707204,275.39218874,673.01772935,0,9408624.13,602824,34067,12977,15.551308541,276.18000205,725.02305078,0,9836738.32,629559.199,36140,12536,15.568800899,272.18423686,784.67918953,0,8430851.6,539361,30735,10808,15.574700697,274.30784448,780.05658771,0,7603691.44,467709,26421,9410,16.199605172,287.78969153,808.0437237,0,0.0401230488,0.0107441485
Asmanex HFA,Mometasone Furoate,1,Merck Sharp & D,8708176.4,558954.999,31621,12939,15.521707204,275.39218874,673.01772935,0,9408624.13,602824,34067,12977,15.551308541,276.18000205,725.02305078,0,9836738.32,629559.199,36140,12536,15.568800899,272.18423686,784.67918953,0,7310740.42,467708,27017,10195,15.576952184,270.59778732,717.09077195,0,96762.6,6084,427,403,15.878384233,226.61030445,240.1057072,0,0.0193511571,0.0056959589
Asmanex HFA,Mometasone Furoate,1,Organon LLC,,,,,,,,,,,,,,,,,,,,,,,,,1120111.18,71653,3718,3051,15.558340174,301.26712749,367.12919698,0,7506928.84,461625,25994,9293,16.204881826,288.79467723,807.80467449,0,0.041555953,0.041555953
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,10,Overall,98128963.12,20487953.093,230961,48129,4.7896228577,424.87243786,2038.8739247,0,65844716.69,13958201.117,158500,46336,4.7314595776,415.42408006,1421.0272076,0,50454323.41,13449102.889,135763,39563,3.771692545,371.6353013,1275.2906354,0,49583617.77,15960175,150217,32666,3.1079393448,330.07993616,1517.8968276,0,42508274.59,14301904,131723,27025,2.9792056162,322.70958443,1572.9241291,0,-0.041420927,-0.111924702
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Avkare,704137.74,156346,1738,1071,4.5037144538,405.14254315,657.45820728,0,35107.57,7374,98,57,4.7609940331,358.2405102,615.9222807,0,,,,,,,,,2094.16,1260,21,,1.662031746,99.721904762,,1,3921.11,2100,27,,1.8671952381,145.2262963,,1,0.1234413798,-0.197574501
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Par Pharm.,697809.3,145584,1475,1299,4.7931730135,473.09105085,537.18960739,0,17978084.41,3853497,43022,13733,4.6653946818,417.8811866,1309.1155909,0,8216103.43,2140130,21875,6598,3.8390674538,375.59329966,1245.241502,0,11328805.24,3147801,28092,8560,3.5989585237,403.27514025,1323.4585561,0,8791341.19,2508823,20814,5912,3.5041695608,422.37634237,1487.0333542,0,-0.026337887,-0.075322049
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,"Micro Labs USA,",,,,,,,,,,,,,,,,,,,,,,,,,165182.94,50260,569,385,3.2865686431,290.30393673,429.0465974,0,2054427.67,608790,7698,2482,3.3746081079,266.8781073,827.73072925,0,0.0267876544,0.0267876544
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Northstar Rx Ll,,,,,,,,,591121.18,135142,1271,1169,4.374074529,465.08354052,505.6639692,0,4689080.61,1203318,12539,4119,3.8967925436,373.95969455,1138.402673,0,3636274.56,1083228,11106,3338,3.3568875251,327.41532145,1089.3572678,0,3489041.57,998631,10442,2869,3.4938246159,334.13537349,1216.1176612,0,0.0407928743,-0.0721631
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Dr.Reddy'S Lab,,,,,,,,,7224232.35,1732544,17667,6315,4.1697251845,408.91109696,1143.9797862,0,6651902.31,2046883.889,17699,6327,3.2497702218,375.83492344,1051.3517165,0,8863603.47,2878196,29211,8257,3.0795691016,303.4337568,1073.4653591,0,8779241.76,3297268,31589,7722,2.6625805849,277.92085093,1136.9129448,0,-0.135404825,-0.138877158
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Ani Pharmaceuti,,,,,,,,,448498.18,95542,696,660,4.6942515334,644.39393678,679.54269697,0,11984763.46,3128023,30153,8660,3.8314179467,397.46504361,1383.9218776,0,5917636.39,1969462,19885,7307,3.0046969122,297.59297913,809.85854523,0,632805.11,185557,2445,888,3.4103003929,258.81599591,712.61836712,0,0.1349898151,-0.10103643
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Amneal Pharmace,96727016.08,20186023.093,227748,46549,4.7917817013,424.7107157,2077.9612039,0,35989472,7372614.117,89595,23801,4.8815076212,401.69063006,1512.0991555,0,14436278.44,3654170,41080,11987,3.9506313171,351.41865725,1204.3278919,0,7307782.55,2630214,24600,8136,2.7783984687,297.0643313,898.2033616,0,6024767.01,2293819,19579,5887,2.6265224109,307.7157674,1023.4019042,0,-0.054663166,-0.139559148
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Lannett Co. Inc,,,,,,,,,3578201,761488,6151,3358,4.6989591432,581.7267111,1065.5750447,0,674438.53,162099,2027,1163,4.160658178,332.7274445,579.9127515,0,431688.03,120501,1657,613,3.5824435482,260.52385637,704.22190865,0,50201.13,13432,180,53,3.7374277844,278.89516667,947.19113208,0,0.0432621573,-0.073475203
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Glenmark Pharma,,,,,,,,,,,,,,,,,3801756.63,1114479,10390,6607,3.4112411539,365.90535419,575.41344483,0,11930550.43,4079253,35076,10753,2.9246899935,340.13429211,1109.5090142,0,12668304.87,4389189,38895,9975,2.8862518497,325.70522869,1270.0055008,0,-0.013142639,-0.080162945
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Major Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14223.17,4295,54,37,3.31156461,263.39203704,384.41,0,,
Aspruzyo Sprinkle,Ranolazine,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26127.09,4277,98,40,6.0798160115,266.60295918,653.17725,0,,
Aspruzyo Sprinkle,Ranolazine,1,Sun Pharma Glob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26127.09,4277,98,40,6.0798160115,266.60295918,653.17725,0,,
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Safe,1ml",1,Overall,,,,,,,,,1957.35,7360,74,11,0.2659442935,26.450675676,177.94090909,0,837.58,3282,32,11,0.2552041438,26.174375,76.143636364,0,566.56,2416,23,12,0.2345033113,24.633043478,47.213333333,1,998.55,4100,24,14,0.248409387,41.60625,71.325,1,0.0593001252,-0.022479721
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Safe,1ml",1,Arkray USA,,,,,,,,,1957.35,7360,74,11,0.2659442935,26.450675676,177.94090909,0,837.58,3282,32,11,0.2552041438,26.174375,76.143636364,0,566.56,2416,23,12,0.2345033113,24.633043478,47.213333333,1,998.55,4100,24,14,0.248409387,41.60625,71.325,1,0.0593001252,-0.022479721
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Sf 0.5ml",1,Overall,2040.24,8340,82,46,0.2446330935,24.88097561,44.353043478,0,9639.26,37030,356,61,0.2603094788,27.076573034,158.02065574,0,2145.99,8290,81,32,0.2588648975,26.493703704,67.0621875,0,1135.67,4500,42,13,0.2523711111,27.039761905,87.359230769,0,415.12,1750,17,14,0.2380011802,24.418823529,29.651428571,1,-0.056939682,-0.006847418
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Sf 0.5ml",1,Arkray USA,2040.24,8340,82,46,0.2446330935,24.88097561,44.353043478,0,9639.26,37030,356,61,0.2603094788,27.076573034,158.02065574,0,2145.99,8290,81,32,0.2588648975,26.493703704,67.0621875,0,1135.67,4500,42,13,0.2523711111,27.039761905,87.359230769,0,415.12,1750,17,14,0.2380011802,24.418823529,29.651428571,1,-0.056939682,-0.006847418
Assure Id Pen Needle,"Pen Needle, Diabetic, Safety",1,Overall,,,,,,,,,6432.75,11590,109,42,0.5556216584,59.016055046,153.16071429,0,13721.05,24770,232,74,0.5537861859,59.142456897,185.41959459,0,17386.76,31644,268,116,0.549447935,64.875970149,149.88586207,0,20913.86,37600,363,213,0.556443209,57.613939394,98.18713615,0,0.0127314594,0.000492629
Assure Id Pen Needle,"Pen Needle, Diabetic, Safety",1,Arkray USA,,,,,,,,,6432.75,11590,109,42,0.5556216584,59.016055046,153.16071429,0,13721.05,24770,232,74,0.5537861859,59.142456897,185.41959459,0,17386.76,31644,268,116,0.549447935,64.875970149,149.88586207,0,20913.86,37600,363,213,0.556443209,57.613939394,98.18713615,0,0.0127314594,0.000492629
Astagraf XL,Tacrolimus,1,Overall,368384.28,55911.997,526,88,8.5861877016,700.35034221,4186.185,0,441924.65,64233,645,92,8.2363789621,685.15449612,4803.5288043,0,481694.16,66528,652,107,8.2904685886,738.79472393,4501.8145794,0,512143.84,70500,652,109,7.8166290854,785.49668712,4698.5673394,0,512325.89,68952,606,101,9.4403903354,845.42226073,5072.5335644,0,0.2077316491,0.0239939561
Astagraf XL,Tacrolimus,1,Astellas Pharma,368384.28,55911.997,526,88,8.5861877016,700.35034221,4186.185,0,441924.65,64233,645,92,8.2363789621,685.15449612,4803.5288043,0,481694.16,66528,652,107,8.2904685886,738.79472393,4501.8145794,0,512143.84,70500,652,109,7.8166290854,785.49668712,4698.5673394,0,512325.89,68952,606,101,9.4403903354,845.42226073,5072.5335644,0,0.2077316491,0.0239939561
Atacand,Candesartan Cilexetil,1,Overall,335937.89,44847,694,1829,7.6130454118,484.06036023,183.67298524,0,3033082.41,400159,6427,1549,7.6713805276,471.92817956,1958.0906456,0,3108481.67,379705,5719,1237,8.294788983,543.53587515,2512.9197009,0,2636638.64,311138,4650,1013,8.5679966007,567.01906237,2602.8022113,0,2230939.4,261713,3755,821,8.5828647962,594.12500666,2717.3439708,0,0.0017353176,0.0304299251
Atacand,Candesartan Cilexetil,1,Ani Pharmaceuti,335937.89,44847,694,559,7.6130454118,484.06036023,600.96223614,0,3033082.41,400159,6427,1475,7.6713805276,471.92817956,2056.3270576,0,3108481.67,379705,5719,1226,8.294788983,543.53587515,2535.4662887,0,2636638.64,311138,4650,1013,8.5679966007,567.01906237,2602.8022113,0,2230939.4,261713,3755,821,8.5828647962,594.12500666,2717.3439708,0,0.0017353176,0.0304299251
Atacand HCT,Candesartan/Hydrochlorothiazid,1,Overall,88736.43,11512,154,613,7.7467706014,576.21058442,144.75763458,0,897798.55,115009,1941,510,7.8046061591,462.54433282,1760.3893137,0,973731.74,115320,1906,412,8.4380284847,510.87709339,2363.4265534,0,829717.67,95102,1588,329,8.7153297208,522.49223552,2521.9382067,0,718916.44,81781,1313,270,8.7803531537,547.53727342,2662.6534815,0,0.0074608116,0.0318054608
Atacand HCT,Candesartan/Hydrochlorothiazid,1,Ani Pharmaceuti,88736.43,11512,154,137,7.7467706014,576.21058442,647.71116788,0,897798.55,115009,1941,465,7.8046061591,462.54433282,1930.7495699,0,973731.74,115320,1906,405,8.4380284847,510.87709339,2404.2759012,0,829717.67,95102,1588,329,8.7153297208,522.49223552,2521.9382067,0,718916.44,81781,1313,270,8.7803531537,547.53727342,2662.6534815,0,0.0074608116,0.0318054608
Atazanavir Sulfate,Atazanavir Sulfate,7,Overall,31212639.85,1135170,30063,7103,29.958133392,1038.2410222,4394.2897156,0,19834257.35,1467606,37194,5381,14.580819869,533.2649715,3685.9798086,1,15400780.71,1251485,29353,3644,13.351419325,524.67484448,4226.3393825,1,10907088.6,997763,21584,2882,11.974793486,505.33212565,3784.5553782,0,8516347.27,800357,16664,2298,11.641211181,511.06260622,3705.9822759,0,-0.02785704,-0.210465968
Atazanavir Sulfate,Atazanavir Sulfate,1,Teva USA,26384184.23,879537,23572,5008,32.528585424,1119.3018933,5268.4073942,0,4164504.95,302437,8161,1771,14.795617125,510.29346281,2351.4991248,1,3042177.11,233398,6160,1001,14.056639712,493.85992045,3039.137972,0,2093104.26,184829,4670,811,12.426900238,448.202197,2580.8930456,0,1356877.8,115814,2842,550,12.927799982,477.43764954,2467.0505455,0,0.0403076981,-0.206010313
Atazanavir Sulfate,Atazanavir Sulfate,1,Northstar Rx Ll,,,,,,,,,587293.83,42581,1170,449,14.622473677,501.96053846,1308.0040757,1,1606450.71,132174,3484,536,13.026428292,461.0937744,2997.1095336,1,963825.38,79551,1902,414,13.050069824,506.743102,2328.080628,0,814630.4,65270,1497,293,13.567121525,544.1752839,2780.3085324,0,0.039620608,-0.024660928
Atazanavir Sulfate,Atazanavir Sulfate,1,Camber Pharmace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86779.98,8040,209,80,10.956191084,415.21521531,1084.74975,0,,
Atazanavir Sulfate,Atazanavir Sulfate,1,Amneal Pharmace,,,,,,,,,,,,,,,,,684209.61,53681,974,439,13.757589947,702.47393224,1558.5640319,0,2082853.35,185583,3167,690,12.354414383,657.67393432,3018.6280435,0,1188205.89,107849,1819,488,11.897425762,653.21929082,2434.8481352,0,-0.036989906,-0.070059159
Atazanavir Sulfate,Atazanavir Sulfate,1,Laurus Labs Lim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013369.98,91465,1687,507,12.243922271,600.69352697,1998.757357,0,,
Atazanavir Sulfate,Atazanavir Sulfate,1,"Cipla USA, Inc.",771100.24,36948,930,506,22.990972384,829.14004301,1523.9135178,0,5586723.29,384552,9784,1908,15.702699303,571.00605989,2928.0520388,0,2881278.25,224623,5522,1210,13.864172157,521.78164614,2381.2216942,0,1677593.54,147918,3635,694,12.290831324,461.51129023,2417.2817579,0,695567,61425,1691,353,12.000908596,411.33471319,1970.4447592,0,-0.023588537,-0.150009255
Atazanavir Sulfate,Atazanavir Sulfate,1,Aurobindo Pharm,4057355.38,218685,5561,2155,20.22764687,729.60895163,1882.7635174,0,9495735.28,738036,18079,3343,13.874023933,525.23564799,2840.4831828,1,7186665.03,607609,13213,2316,12.864102278,543.90865284,3103.0505311,1,4089712.07,399882,8210,1573,11.182153893,498.13788916,2599.9441004,0,3360916.22,350494,6919,1225,10.41451943,485.75173002,2743.6050776,1,-0.068648176,-0.152921873
Atelvia,Risedronate Sodium,1,Overall,1404219.85,22364,3908,813,62.789297532,359.31930655,1727.2076876,0,910045.23,13983.286,2340,447,65.080928045,388.90821795,2035.8953691,0,606173.47,9402,1481,280,64.47282174,409.30011479,2164.90525,0,398803.89,6024,912,198,66.20250498,437.28496711,2014.1610606,0,292725.53,4345,604,123,67.370662831,484.64491722,2379.8823577,0,0.0176452213,0.0177621577
Atelvia,Risedronate Sodium,1,Actavis/Allerga,1404219.85,22364,3908,813,62.789297532,359.31930655,1727.2076876,0,910045.23,13983.286,2340,447,65.080928045,388.90821795,2035.8953691,0,606173.47,9402,1481,280,64.47282174,409.30011479,2164.90525,0,398803.89,6024,912,198,66.20250498,437.28496711,2014.1610606,0,292725.53,4345,604,123,67.370662831,484.64491722,2379.8823577,0,0.0176452213,0.0177621577
Atenolol,Atenolol,12,Overall,72267272.28,601650993.98,7654384,1992548,0.1204410512,9.4412917199,36.26877359,0,71976497.41,609192381.89,7404054,1930112,0.1190996019,9.7212280475,37.291357916,0,73559655.24,635736136.36,7644054,1852954,0.1164359203,9.6231208257,39.698586819,0,73294177.81,644213946.97,7598477,1796419,0.1146719917,9.6459037528,40.800157319,0,67561215.37,617432054.37,7111464,1715633,0.110097579,9.5003244578,39.379759756,0,-0.039891281,-0.022198255
Atenolol,Atenolol,1,Ranbaxy/Sun Pha,247453.83,1738358,35007,8257,0.1424840758,7.0686956894,29.968975415,0,169238.05,1263941,24946,5678,0.1339116955,6.7841758198,29.805926383,0,118450.22,970787,17791,4194,0.122162933,6.6578730819,28.242780162,0,104658.58,732680,13017,3284,0.1431644862,8.040145963,31.869238733,0,98634.38,686389,11854,3001,0.1438876141,8.3207676734,32.867170943,0,0.0050510282,0.0024535781
Atenolol,Atenolol,1,Rising Pharm,6646388.78,45160392,550090,231742,0.1474015653,12.082366122,28.680121773,0,6076084.99,44404501.6,559593,258860,0.1370608711,10.858043239,23.472475431,0,6624132.85,63154265.883,784250,417707,0.1053018104,8.4464556583,15.858323777,0,19945810.91,179219710.63,2078083,664102,0.1114775104,9.5981781815,30.034258156,0,17714333.4,166406761.7,1895056,542885,0.1066186914,9.3476569558,32.629992356,0,-0.043585643,-0.077783659
Atenolol,Atenolol,1,Mylan Instituti,94748.95,553550.47,11212,5435,0.1712257039,8.4506733857,17.433109476,0,47826.76,271448.5,6556,2176,0.1771258482,7.2951128737,21.979209559,0,181674.63,1475138.5,21129,14977,0.1254452589,8.5983543944,12.130241704,0,51882.23,299613.5,6614,2501,0.1769711641,7.8443045056,20.744594162,0,34234.3,156219.5,4163,1094,0.2194399737,8.2234686524,31.292778793,0,0.2399758726,0.063987916
Atenolol,Atenolol,1,Major Pharmaceu,3976.61,20004,644,234,0.1987907419,6.1748602484,16.994059829,0,567.56,3067,114,34,0.1850537985,4.9785964912,16.692941176,0,,,,,,,,,,,,,,,,,2796.78,14840,405,101,0.1884622642,6.9056296296,27.690891089,0,,-0.013250165
Atenolol,Atenolol,1,Teva USA,30958056.34,259642597.82,3386893,977024,0.1194417535,9.1405474988,31.686075613,0,45225363.86,370224252.46,4540370,1332475,0.1224266214,9.960722113,33.940872332,0,44296158.01,366335364.2,4458362,1313671,0.1211811154,9.9355229589,33.719369621,0,18528934.26,149286901.2,1814229,586069,0.1242530316,10.213117671,31.615619082,0,17071926.9,145740869.93,1609136,480207,0.1173732743,10.609374782,35.551182927,0,-0.055368929,-0.004357877
